fips_num	id	stateFips	geography	countyGov	StatConsolidated	GovConsolidated	LgMdSm	RGDPGrowth13	HHpriceGrowth13	jobsGrowth13	avgWageGrowth13	unemGrowth13	RGDPGrowthLT	HHpriceGrowthLT	jobsGrowthLT	avgWageGrowthLT	avgUnemLT	RGDPGrowthDR	HHpriceGrowthDR	jobsGrowthDR	avgWageGrowthDR	unemLostDR	RGDPGrowthPR	HHpriceGrowthPR	jobsGrowthPR	avgWageGrowthPR	unemGainedPR	profLink	avgUnem13	avgUnemDR	avgUnemPR	unemChangeLT
1031	1031	1	Coffee County (AL)	1	0	0	1	0.00731235	0.08544749	-0.0012869	0.02988123	-0.0036916	0.03467156	0.04049535	0.00828398	0.03794045	0.04619864	-0.01822058	-0.0260418	-0.01278281		0.01451813	0.01576517	0.06916329	0.00616224	0.02197529	-0.00436155	profiles/CoffeeCountyAL.pdf	0.058198	0.0502577	0.0655841	-0.0000321
1033	1033	1	Colbert County (AL)	1	0	0	1	0.04034779	0.12776578	0.00905258	0.02705135	-0.0022612	0.01106295	0.03235891	-0.00058274	0.02451807	0.06381599	-0.0229719	-0.00787225	-0.04486832		0.0320266	0.0350161	0.0577516	0.01364317	0.02460934	-0.0075601	profiles/ColbertCountyAL.pdf	0.0733999	0.0804029	0.0827507	-0.0000893
1035	1035	1	Conecuh County (AL)	1	0	0	0	0.01402455	0.08731844	-0.01843392	0.02988163	-0.0069459	0.03862864	0.0479319	-0.00006805	0.04120582	0.08235849	-0.06303623	-0.02561788	-0.02855042		0.04361527	0.01402455	0.06579356		0.00696961	-0.0174927	profiles/ConecuhCountyAL.pdf	0.1095008	0.1057763	0.1326857	0.0007888
1037	1037	1	Coosa County (AL)	1	0	0	0	0.01836032	0.09066942	-0.0174983	0.02988201	-0.0048811	0.01828733	0.04476431	-0.01922563	0.0515902	0.05414142	-0.04521694	-0.02878224	-0.02124188	-0.04178119	0.0252791	0.0130027	0.06477687		0.02341838	-0.01674562	profiles/CoosaCountyAL.pdf	0.0769499	0.0786737	0.0974791	0.0007388
1039	1039	1	Covington County (AL)	1	0	0	0	0.01227797	0.07439367	-0.01135536	0.02988144	-0.0044862	0.02635162	0.04637899	-0.00161054	0.03883499	0.06218638	-0.03260193	-0.02767726	-0.02919618		0.03150745	0.0198179	0.05936074	0.0018422	0.02228127	-0.0063778	profiles/CovingtonCountyAL.pdf	0.0707243	0.0741689	0.0802528	-0.0000645
1041	1041	1	Crenshaw County (AL)	1	0	0	0	0.01714564	0.06498708	-0.00980226	0.02988015	-0.0042986	0.0342004	0.0478044	-0.00357509	0.04596081	0.0641215	-0.04101978	-0.02339251	-0.03350461		0.01951453	0.03199215	0.05078876	0.00666263	0.01710852	-0.00626487	profiles/CrenshawCountyAL.pdf	0.0677674	0.0595054	0.077276	-0.0000814
1043	1043	1	Cullman County (AL)	1	0	0	1	0.01762011	0.07933193	-0.00737786	0.02988144	-0.0038204	0.04112004	0.04915976	0.0132289	0.03899496	0.04557799	-0.02564759	-0.03305647	-0.02405735		0.0312809	0.00912437	0.05779915	0.00650951	0.02064484	-0.00777045	profiles/CullmanCountyAL.pdf	0.0602276	0.0670521	0.0717657	-0.0002556
1045	1045	1	Dale County (AL)	1	0	0	1	-0.04616475	0.1004097	-0.01042835	0.02988146	-0.0043445	0.01736905	0.03751352	-0.00581769	0.04527665	0.05084499	-0.03244334	-0.01822627	-0.01109837		0.02597235	0.02833165	0.07207173		0.03129905	-0.00434397	profiles/DaleCountyAL.pdf	0.0684898	0.0666552	0.0764832	0.0007029
1047	1047	1	Dallas County (AL)	1	0	0	0	-0.02126936	0.08348845	-0.01815989	0.02988153	-0.0081906	0.01482344	0.03814978	-0.00551138	0.0404212	0.10060479	-0.04601993	-0.02992551	-0.02147541		0.0398242	0.00209195	0.06360911		0.01928858	-0.01537267	profiles/DallasCountyAL.pdf	0.1291224	0.1202266	0.1487729	0.0006579
1049	1049	1	DeKalb County (AL)	1	0	0	1	0.00118085	0.08589001	-0.00250238	0.02988131	-0.0050564	0.04768608	0.04564821	0.01714982	0.04130577	0.04942173	-0.05574653	-0.03374519	-0.01736247	-0.01691559	0.03058063	0.00428768	0.0555		0.02580267	-0.0119736	profiles/DeKalbCountyAL.pdf	0.0797121	0.0717928	0.0967954	0.0004435
1051	1051	1	Elmore County (AL)	1	0	0	1	0.03481955	0.10043271	0.02117877	0.01656214	-0.0077431	0.04596242	0.05266192	0.03144846	0.03466126	0.040869	-0.05217146	-0.02335409	-0.02566568		0.027962	0.04052225	0.10043271	0.0178335	0.01768194	-0.00590945	profiles/ElmoreCountyAL.pdf	0.0606616	0.0645475	0.0733401	0.0001447
1053	1053	1	Escambia County (AL)	1	0	0	0	0.00564581	0.08744249	-0.01146602	0.02988171	-0.0053202	0.02019494	0.04453035	0.00215253	0.03556703	0.06775775	-0.03218851	-0.03600815	-0.00535377		0.02596337	0.01740113	0.06473173		0.02454948	-0.0091921	profiles/EscambiaCountyAL.pdf	0.0838727	0.0776196	0.095876	0.0001284
1055	1055	1	Etowah County (AL)	1	0	0	1	0.00423971	0.09500631	0.00635273	0.00303423	-0.004353	0.02003011	0.04999686	0.00574034	0.02692812	0.06048622	-0.06763696	-0.01651713	-0.01639865		0.02190817	0.00751777	0.04838211	0.01042117	0.00762943	-0.00859417	profiles/EtowahCountyAL.pdf	0.0677845	0.0643072	0.0799278	-0.00152
1057	1057	1	Fayette County (AL)	1	0	0	0	0.01566859	0.07335764	-0.01728142	0.02987941	-0.0047498	0.0293539	0.04695295	-0.00555182	0.02093702	0.06359646	-0.0653679	-0.03107862	-0.03879525		0.02963363	0.01177214	0.05545584		0.02523001	-0.01263905	profiles/FayetteCountyAL.pdf	0.0748803	0.076452	0.0922414	-0.0007365
1059	1059	1	Franklin County (AL)	1	0	0	0	-0.01409305	0.0713419	-0.00946227	0.029881	-0.0048661	0.0364087	0.0445222	0.01203337	0.03692989	0.06850656	-0.03802903	-0.02309084	-0.05359951		0.04014705	0.0254243	0.05978047	0.00262785	0.0246132	-0.01080955	profiles/FranklinCountyAL.pdf	0.0767123	0.0926495	0.0873884	-0.0012655
1061	1061	1	Geneva County (AL)	1	0	0	0	-0.00184503	0.06769377	0.00426041	0.0105761	-0.0044231	0.0339859	0.03513728	0.0004024	0.03536588	0.04901342	-0.02985935	-0.01361341	-0.04392261		0.0332067		0.0479467	0.00479843	0.00867299	-0.00775555	profiles/GenevaCountyAL.pdf	0.0649224	0.0719685	0.0756332	0.0009033
1063	1063	1	Greene County (AL)	1	0	0	0	-0.03885862	0.1030599	-0.0012362	0.01940872	-0.0152736	0.02913635	0.04558755	-0.00745181	0.03928566	0.10284683	-0.03821977	-0.0345417	-0.03225981		0.03046617		0.04341325	0.00358148	0.01981891	-0.02399197	profiles/GreeneCountyAL.pdf	0.0982177	0.1091516	0.116332	-0.0004701
1065	1065	1	Hale County (AL)	1	0	0	0	-0.02260426	0.10776122	-0.00140159	0.01940914	-0.0133028	0.01485151	0.05091802	0.00465138	0.04738395	0.07144132	-0.02421263	-0.02746218	-0.02280899	-0.01663475	0.02154083		0.08033575	0.00279397	0.01278305	-0.01531297	profiles/HaleCountyAL.pdf	0.0855449	0.0925732	0.1004988	0.0005831
1067	1067	1	Henry County (AL)	1	0	0	0	0.05008813	0.09998532	0.00729437	0.01057728	-0.0046566	0.03355343	0.03831964	-0.00222737	0.0413298	0.05477299	-0.04739258	-0.01616001	-0.05608756		0.02171227	0.05008813	0.07079844	0.00937663	0.01473209	-0.0078324	profiles/HenryCountyAL.pdf	0.0683491	0.0712253	0.0789033	0.0010323
1069	1069	1	Houston County (AL)	1	0	0	1	0.0125633	0.08701235	0.00657397	0.01057651	-0.0044678	0.02774743	0.03498509	0.01146497	0.03296922	0.0407445	-0.04464015	-0.02003677	-0.01469403		0.02704285	0.00780652	0.05605084	0.00657397	0.0143124	-0.0042683	profiles/HoustonCountyAL.pdf	0.065578	0.0627718	0.0742196	0.0010801
1071	1071	1	Jackson County (AL)	1	0	0	1	0.00361507	0.09242818	-0.0105922	0.02988149	-0.0042185	0.03037162	0.04418968	0.00340082	0.03070208	0.06961149	-0.03366761	-0.0343195	-0.01714314		0.0251488	0.00651158	0.0686791		0.02141974	-0.01186222	profiles/JacksonCountyAL.pdf	0.0665043	0.068976	0.0791522	-0.0008226
1073	1073	1	Jefferson County (AL)	1	0	0	2	0.00068989	0.08789388	0.00131064	0.03057298	-0.0058698	0.02100256	0.04087604	0.0103528	0.03591263	0.04051583	-0.01766105	-0.03299541	-0.01485981		0.0313656	0.01226178	0.08285718	0.00378255	0.0264793	-0.00849233	profiles/JeffersonCountyAL.pdf	0.0618502	0.0715925	0.0763491	0.0006386
1075	1075	1	Lamar County (AL)	1	0	0	0	0.03119897	0.07949504	-0.01888006	0.02988251	-0.0045192	0.01281299	0.03711336	-0.01538343	0.03607517	0.07055315	-0.0343632	-0.03155855	-0.04679179	-0.02456591	0.03288563	0.03605436	0.06656391	0.01303505	0.02747313	-0.01808542	profiles/LamarCountyAL.pdf	0.0712443	0.0892587	0.0920359	-0.0001392
1077	1077	1	Lauderdale County (AL)	1	0	0	1	0.00656346	0.12269726	0.01383815	0.02705094	-0.0019957	0.02622836	0.03164581	0.01115804	0.03245942	0.05760704		-0.00903998	-0.02340829		0.01957687	0.00434713	0.04586992	0.00635731	0.01305134	-0.0075395	profiles/LauderdaleCountyAL.pdf	0.0647816	0.0608315	0.0743214	-8.26E-06
1079	1079	1	Lawrence County (AL)	1	0	0	0	0.03181752	0.103979	-0.00413082	0.0163658	-0.0076071	0.02495785	0.0363383	-0.00612638	0.02670809	0.06156579	-0.03134937	-0.01615708	-0.01335662		0.0433996	0.03181752	0.05968492	0.00388208	0.0125065	-0.01218135	profiles/LawrenceCountyAL.pdf	0.0732137	0.0894609	0.0901283	-0.0002163
1081	1081	1	Lee County (AL)	1	0	0	1	0.02338642	0.09701134	0.02559841	0.03523048	-0.008845	0.03579023	0.04425993	0.02132675	0.03091636	0.0396234	-0.03474902	-0.03084948	-0.02272536		0.01814133	0.02428058	0.05761346	0.02032361	0.01495972	-0.00743863	profiles/LeeCountyAL.pdf	0.053943	0.0535187	0.0673959	-0.0001298
1083	1083	1	Limestone County (AL)	1	0	0	1	0.04523227	0.10063582	0.00728991	0.02455678	-0.0058298	0.02555132	0.03556224	0.00725078	0.03012217	0.04494602	-0.06887472	-0.00975741	-0.04782656	-0.050127	0.02917195	0.02238445	0.03698908	0.0211233	0.03308346	-0.00765415	profiles/LimestoneCountyAL.pdf	0.0564356	0.0641689	0.0681316	-0.0001968
1085	1085	1	Lowndes County (AL)	1	0	0	0	-0.02524613	0.1017776	-0.01261673	0.01656429	-0.01596021	0.03622407	0.05239629	0.00385228	0.03981623	0.10908827	-0.03555862	-0.01719081	-0.03631869	-0.03704631	0.05449835	0.0036176	0.1017776		0.04105324	-0.0122339	profiles/LowndesCountyAL.pdf	0.1250361	0.1352133	0.1475191	-0.0009909
1087	1087	1	Macon County (AL)	1	0	0	0	0.04196129	0.08696063	-0.02235428	0.02988006	-0.0058426	-0.00087931	0.03995712	-0.00904868	0.03620325	0.06886671	-0.05737214	-0.02166465	-0.05510981		0.0200053	0.04196129	0.06917493		0.03770245	-0.01114233	profiles/MaconCountyAL.pdf	0.0921079	0.0866747	0.1042079	0.0003677
1089	1089	1	Madison County (AL)	1	0	0	1	0.0144778	0.09413506	-0.00171147	0.02455694	-0.0058338	0.03254259	0.02910935	0.01701298	0.03648829	0.03711369		-0.01711241	-0.00363251		0.0118275	0.02518365	0.0339319		0.02136875	-0.00855555	profiles/MadisonCountyAL.pdf	0.0564746	0.063413	0.0593915	0.0005039
1091	1091	1	Marengo County (AL)	1	0	0	0	0.00336144	0.08125675	-0.01977869	0.02988132	-0.0055829	0.03261943	0.04365462	0.01024042	0.03622902	0.06638404	-0.0324429	-0.02951286	-0.01900672		0.0290864	0.00336144	0.06606559		0.02300952	-0.00978195	profiles/MarengoCountyAL.pdf	0.0880117	0.0792495	0.1039992	0.0011089
1093	1093	1	Marion County (AL)	1	0	0	0	0.00209344	0.09090736	-0.01426913	0.0298809	-0.0054369	0.03461685	0.04164653	0.00465595	0.03383021	0.07075301	-0.06684591	-0.03710909	-0.05520062		0.0370537	0.0095746	0.06604655	0.00066937	0.02162471	-0.01576162	profiles/MarionCountyAL.pdf	0.0857122	0.0879525	0.1044141	-0.0020193
1095	1095	1	Marshall County (AL)	1	0	0	1	0.01599784	0.08846604	-0.00211502	0.02988132	-0.0041983	0.03514236	0.04737082	0.0092828	0.03557982	0.05494597	-0.03136434	-0.03452668	-0.01940405		0.03047405	0.01910092	0.06600916	0.0033622	0.02478092	-0.00606355	profiles/MarshallCountyAL.pdf	0.0661841	0.0660366	0.0762733	-0.0007623
1097	1097	1	Mobile County (AL)	1	0	0	1	0.02197406	0.06842767	0.01404052	0.02174976	-0.0078497	0.02836423	0.05395818	0.01521665	0.03052147	0.0541538	-0.03222411	-0.05510941	-0.01486693		0.03315415	0.01814303	0.04170154	0.01404052	0.02463863	-0.00619717	profiles/MobileCountyAL.pdf	0.0759285	0.0753018	0.0892017	0.0004898
1099	1099	1	Monroe County (AL)	1	0	0	0	0.00734355	0.09439534	-0.01734138	0.02988196	-0.0073182	0.01074184	0.04055099	-0.01074124	0.03402814	0.09647496	-0.06424282	-0.03640099	-0.03649645	-0.02415503	0.04106986	0.00699508	0.06734012		0.01948089	-0.01499565	profiles/MonroeCountyAL.pdf	0.1153692	0.1068346	0.1390809	0.0007347
1101	1101	1	Montgomery County (AL)	1	0	0	1	0.01830353	0.09296464	0.01138737	0.01656244	-0.0087404	0.02164063	0.04069536	0.01069339	0.03709817	0.04428851	-0.03770232	-0.02649441	-0.02128866		0.02911	0.01386044	0.09296464	0.0117879	0.01223682	-0.0062453	profiles/MontgomeryCountyAL.pdf	0.0684753	0.0726974	0.0816934	0.0004436
1103	1103	1	Morgan County (AL)	1	0	0	1	0.02795489	0.09586015	0.00600939	0.01636598	-0.0066143	0.02696887	0.0342781	0.01061066	0.03347434	0.04934893	-0.04805488	-0.01899442	-0.03021232		0.03311285	0.02361596	0.0333659	0.0068566	0.02206187	-0.00816145	profiles/MorganCountyAL.pdf	0.0636587	0.0710843	0.0778878	0.0001678
1105	1105	1	Perry County (AL)	1	0	0	0	-0.01069942	0.09536432	-0.02468122	0.02988088	-0.0077012	0.00782571	0.04134248	-0.01404369	0.04120057	0.10516022	-0.01707483	-0.02172098	-0.01535668		0.03542947		0.07204628		0.03430596	-0.0143963	profiles/PerryCountyAL.pdf	0.121408	0.1173275	0.1414275	-0.0000248
1107	1107	1	Pickens County (AL)	1	0	0	0	-0.02891065	0.07470225	-0.0172158	0.02988097	-0.00535851	0.019749	0.04728526	-0.00813331	0.0375921	0.07477531	-0.01507858	-0.03164267	-0.01648666		0.0396385		0.06095033		0.0274319	-0.00946243	profiles/PickensCountyAL.pdf	0.0844751	0.092542	0.0972835	-0.0000572
1109	1109	1	Pike County (AL)	1	0	0	0	-0.02303412	0.10753538	-0.00393325	0.02988176	-0.0041575	0.0367224	0.04580544	0.01413894	0.03930289	0.05290023	-0.01475435	-0.04421555	-0.01556799		0.01670383	0.00236481	0.04466816		0.03368273	-0.00476765	profiles/PikeCountyAL.pdf	0.065542	0.0539924	0.0729127	0.0003907
1111	1111	1	Randolph County (AL)	1	0	0	0	-0.00686507	0.10001636	-0.00816551	0.02988078	-0.00528811	0.02973164	0.04974669	-0.0061639	0.04305824	0.05957547	-0.03532789	-0.03625912	-0.02892773	-0.02929264	0.0447831		0.06512341		0.02575703	-0.01247442	profiles/RandolphCountyAL.pdf	0.0833649	0.0988792	0.1006059	0.0004782
1113	1113	1	Russell County (AL)	1	0	0	1	0.02253148	0.08661322	0.00641234	0.02981083	-0.00628489	0.02294739	0.04540518	0.00084662	0.03519101	0.05572185		-0.02607651		-0.02306115	0.01985353	0.0290367	0.08661322	0.00854459	0.02152663	-0.00629077	profiles/RussellCountyAL.pdf	0.085064	0.0776214	0.0936753	0.0003928
1115	1115	1	St. Clair County (AL)	1	0	0	1	0.05752024	0.1140982	0.02052049	0.03057344	-0.0055092	0.04632154	0.05298583	0.03230787	0.0363075	0.0395731	-0.06933267	-0.02913837	-0.0397383		0.0339341	0.04148034	0.09665006	0.02737665	0.00997422	-0.00975615	profiles/St.ClairCountyAL.pdf	0.0580506	0.0705481	0.0726331	0.0002776
1117	1117	1	Shelby County (AL)	1	0	0	1	0.05975434	0.12555286	0.02091077	0.03057306	-0.0043079	0.07210986	0.04583606	0.05970013	0.04897731	0.02562177	-0.04897335	-0.03087848	-0.02567275	-0.04733282	0.0233313	0.03536499	0.10541714	0.02391273	0.0202895	-0.00591345	profiles/ShelbyCountyAL.pdf	0.0453919	0.0508861	0.0557887	0.0006531
1119	1119	1	Sumter County (AL)	1	0	0	0	-0.00675847	0.08610334	-0.02179551	0.02987976	-0.0069435	0.00169855	0.04347417	-0.01979856	0.03623517	0.09169501	-0.0291844	-0.02129794	-0.02061909		0.02164557		0.07040496		0.02476579	-0.016727	profiles/SumterCountyAL.pdf	0.1094629	0.1239349	0.1129346	0.0008008
1121	1121	1	Talladega County (AL)	1	0	0	1	0.03799606	0.08914396	-0.00896923	0.02988124	-0.0048504	0.0408565	0.04622558	0.01546024	0.04167479	0.06584478	-0.05591347	-0.03910314	-0.0320114	-0.01973236	0.02199478	0.04412872	0.06314023	0.01469224	0.02409559	-0.01308758	profiles/TalladegaCountyAL.pdf	0.0764657	0.0703572	0.0926522	-0.0004215
1123	1123	1	Tallapoosa County (AL)	1	0	0	0	0.02390229	0.08216391	-0.01189228	0.02988169	-0.0050889	0.01462731	0.04562053	-0.01306715	0.03666973	0.05257782	-0.03444798	-0.03181751	-0.02166833		0.01760514	0.01507275	0.06214205	0.01482865	0.00740622	-0.01537777	profiles/TallapoosaCountyAL.pdf	0.0802252	0.0799758	0.0919406	0.0008819
1125	1125	1	Tuscaloosa County (AL)	1	0	0	1	0.01444557	0.11314676	0.0276768	0.01940904	-0.0089065	0.02792482	0.0454368	0.01884248	0.03378957	0.03806564	-0.02410166	-0.01881235	-0.02453042		0.02078957	0.02635943	0.08308321	0.01492581	0.0248993	-0.00831897	profiles/TuscaloosaCountyAL.pdf	0.0572738	0.0533691	0.071222	0.0006333
1127	1127	1	Walker County (AL)	1	0	0	1	0.00305826	0.09833771	-0.00569858	0.03057274	-0.0064843	0.01364719	0.04366862	0.00166696	0.02369531	0.06542708	-0.01880645	-0.03134515	-0.02863504		0.02268623	0.01320903	0.0893492	0.0064006	0.02302657	-0.01227427	profiles/WalkerCountyAL.pdf	0.0683247	0.0863842	0.0780291	-0.0008312
1129	1129	1	Washington County (AL)	1	0	0	0	0.00132465	0.0944093	-0.01436473	0.02988026	-0.0068192	0.01215222	0.04949305	-0.0139328	0.03859965	0.10260658	-0.03235332	-0.0245766	-0.02827634	-0.07755683	0.01712152	0.00562781	0.07337955		0.06373443	-0.01401455	profiles/WashingtonCountyAL.pdf	0.1075024	0.1052889	0.110912	0.0003234
1131	1131	1	Wilcox County (AL)	1	0	0	0	0.00364032	0.08829179	-0.0225261	0.02988118	-0.00976311	0.01156244	0.04370697	-0.01637521	0.03441181	0.11859832	-0.04349162	-0.01808791	-0.02342699	-0.01475138	0.05378377	0.00317255	0.0674463		0.0126127	-0.0206615	profiles/WilcoxCountyAL.pdf	0.1539139	0.1479984	0.1785302	0.0016353
1133	1133	1	Winston County (AL)	1	0	0	0	0.0532263	0.07702253	-0.01191079	0.02988094	-0.00582211	0.03113027	0.04313334	0.0012049	0.03596106	0.07018088	-0.09902922	-0.03189796	-0.06432811	-0.01716448	0.0389136	0.05176798	0.05914261	0.00422197	0.03013806	-0.01686578	profiles/WinstonCountyAL.pdf	0.0917851	0.0945567	0.1163675	-0.0008374
2013	2013	2	Aleutians East Borough (AK)	1	0	0	0	0.12266342	0.16539927	0.00626824	0.02338499	-0.0149663	0.01811427	0.03188335	0.01740532	0.01944743	0.05233822	-0.03092204	-0.05923561	-0.0170585		0.00994898	0.08128496	0.10614555	0.01615164	0.02113006	-0.0149663	profiles/AleutiansEastBoroughAK.pdf	0.1110517	0.1051503	0.1110517	0.0046574
2016	2016	2	Aleutians West Census Area (AK)	0	0	0	0	0.10608118	0.14714851	-0.00037494	0.02338949	-0.0107997	-0.01160321	0.03594661	-0.03114297	0.02632183	0.04298953	-0.03441498	-0.07142468	-0.02418405		0.00772226	0.0786331	0.11211818	0.02315662	0.02436543	-0.0107997	profiles/AleutiansWestCensusAreaAK.pdf	0.0801353	0.072794	0.0801353	0.0032802
2020	2020	2	Anchorage Borough (AK)	1	0	1	1	0.02103	0.16227353	0.00529494	0.03100584	-0.0091055	-0.00020293	0.05192347	0.01596003	0.0281205	0.05404651	-0.01156219	-0.0426118			0.00627163	0.02566078	0.07505872	0.00840993	0.02123701	-0.0074955	profiles/AnchorageBoroughAK.pdf	0.0453598	0.0616787	0.0537032	-0.0002379
2050	2050	2	Bethel Census Area (AK)	0	0	0	0	-0.02969475	0.17187154	0.00659651	0.02338858	-0.0180516	0.02574905	0.05632338	0.03221316	0.02839503	0.08309988	-0.01792758	-0.07108516	-0.01071409		0.00488743	0.03301528	0.08378135	0.00753573	0.02295646	-0.0180516	profiles/BethelCensusAreaAK.pdf	0.1339455	0.1352693	0.1339455	0.0027542
